Plant,ClubPlants,Cluster,SubCLuster,TruckType,Destination,operator,Part,Date,,,,,Plant,1150,,,,,,,,,,
1140,1140,S3,S3,18 FT,8253,INDOARYA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8254,SWASTIK,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8256,KTC,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8258,INDOARYA,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S3,S3,32 MA,8251,COSMO,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S3,S3,32 MA,8261,COSMO,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S3,S3,32 MA,400060,COSMO,SG2,6,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8300,ILAN,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8155,COSMO,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8301,ILAN,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8107,KTC,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8302,ILAN,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8312,ILAN,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,400068,ILAN,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,400271,ILAN,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8106,KTC,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8303,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8304,MEGA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8311,MEGA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8105,KTC,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8313,KTC,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8351,INDOARYA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8103,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8353,INDOARYA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8102,KTC,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8354,INDOARYA,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8355,KTC,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8356,INDOARYA,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S1,S1,32 MA,8305,COSMO,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S1,S1,32 MA,8352,COSMO,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S1,S1_2,18 FT,4000,ILAN,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8055,KTC,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S1,S1_2,18 FT,4003,ILAN,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8054,KTC,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S1,S1_1,18 FT,8301,GNANABELLA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S1,S1_1,18 FT,8302,ILAN,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S1,S1_1,18 FT,8312,MEGA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S1,S1_1,18 FT,400078,GNANABELLA,SG2,10,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8304,MAHAVEERA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8305,MAHAVEERA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8311,MAHAVEERA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8313,MEGA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8351,MEGA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8052,KTC,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8352,KTC,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8353,KTC,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8355,MAHAVEERA,SG2,6,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8356,MEGA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400073,MEGA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8010,KTC,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400074,MEGA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8005,KTC,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400171,MEGA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8004,KTC,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,4001,MEGA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8003,KTC,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8102,MEGA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8103,KTC,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8002,KTC,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8104,KTC,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8105,KTC,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8107,KTC,SG2,10,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8001,MEGA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,400090,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8002,MEGA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8003,MEGA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8053,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8004,MEGA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8005,MAHAVEERA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8006,MAHAVEERA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8051,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8010,MAHAVEERA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8051,MAHAVEERA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8052,MAHAVEERA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8053,MAHAVEERA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8054,MAHAVEERA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8055,MAHAVEERA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,400186,MAHAVEERA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8010,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,4002,TRIMURTHI,SG1,2,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,6200,TRIMURTHI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8006,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,6206,EAST INDIA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,400035,EAST INDIA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8001,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,N1,N1,32 MA,5001,VIKAS,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N1,N1,32 MA,5002,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,N1,N1_1,32 MA,5152,VIKAS,SG2,6,,,,,,,,,,,,,,,,
1160,1160,N1,N1_1,32 MA,5155,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N1,N1_1,32 MA,5203,SWASTIK,SG1,2,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400077,VIKAS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7157,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400211,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7105,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400323,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7103,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5040,DRS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400339,RCI,SG1,5,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5051,DRS,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5103,DRS,SG1,2,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5104,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5106,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5120,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400075,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,5156,RCI,SG1,1,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7250,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400038,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7251,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7301,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7302,SWASTIK,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400034,EAST INDIA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,104687,TRUE FREIGHT,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7161,EAST INDIA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5050,VIKAS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7155,DGFC,SG1,2,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5301,VIKAS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7154,DGFC,SG1,3,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5305,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5306,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,400121,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7153,DGFC,SG1,4,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,400303,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7152,APML,SG1,3,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6000,KAPOOR,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7151,APML,SG1,4,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6001,KAPOOR,SG1,3,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6004,EAST INDIA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6013,ANAND,SG1,2,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6053,ANAND,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7150,MEGA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6102,ANAND,SG1,4,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7000,MEGA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7102,MEGA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7001,MEGA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7002,EAST INDIA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7051,COSMO,SG1,3,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7102,COSMO,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,400350,DGFC,SG1,5,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7103,RCI,SG1,3,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7105,RCI,SG1,4,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7150,MAHAVEERA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7054,EXPRESS,SG1,1,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7151,MAHAVEERA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7152,DGFC,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7052,EXPRESS,SG1,2,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7154,DGFC,SG1,2,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7157,RCI,SG2,6,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,400191,MAHAVEERA,SG2,7,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400006,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7051,EAST INDIA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400034,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7004,EAST INDIA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400182,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7003,MEGA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400191,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7002,MEGA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400331,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7001,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S9,S9_6,32 MA,8150,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7000,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S9,S9_6,32 MA,8156,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S9,S9_6,32 MA,8300,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,400307,ANAND,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S3,S3,18 FT,8153,MAHAVEERA,SG1,3,,,,,,,,,,,,,,,,
1160,1160,S3,S3,18 FT,8155,MAHAVEERA,SG1,4,,,,,,,,,,,,,,,,
1160,1160,S3,S3_1,18 FT,8251,MAHAVEERA,SG1,5,,,,,,,,,,,,,,,,
1160,1160,S3,S3_1,18 FT,8252,MAHAVEERA,SG1,1,,,,,,,,,,,,,,,,
1160,1160,S3,S3_1,18 FT,8254,MAHAVEERA,SG1,2,,,,,,,,,,,,,,,,
1160,1160,S3,S3_1,18 FT,8255,MAHAVEERA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S3,S3_1,18 FT,8256,MAHAVEERA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4000,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,400062,ANAND,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4001,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6102,ANAND,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4003,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6053,ANAND,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8150,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6013,ANAND,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8151,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6012,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8153,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6011,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8156,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6004,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8300,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6003,NCS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8305,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400031,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6001,NCS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400311,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6000,NCS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400327,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,400295,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,4002,NCS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,400066,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6200,NCS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,104687,RCI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6201,TRIMURTHI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7304,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6202,TRIMURTHI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7302,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6203,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7301,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6204,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7254,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6205,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7253,RCI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6206,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6207,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7252,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,400035,KAPOOR,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7251,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5001,EXPRESS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7250,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5002,EXPRESS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,5156,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5004,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5054,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,104932,RCI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 SA,400011,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400020,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 SA,5306,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400021,COSMO,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 SA,5050,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400058,COSMO,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,400292,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400286,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,400044,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400335,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5151,DBRC,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5306,DRS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5152,EXPRESS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5305,DRS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5153,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5155,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5201,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5303,DBRC,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5202,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5203,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5301,DBRC,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5206,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5040,DBRC,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5251,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5051,DBRC,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5061,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5101,DBRC,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5106,DRS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5107,DRS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5120,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5055,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,400025,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,400057,RCI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5053,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,400231,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 SA,5040,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 SA,5120,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5052,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5050,RCI,SG1,3,,,,,,,,,,,,,,,,
1120,1120,N7,N7,32 SA,400045,EAST INDIA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5050,RCI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5120,DRS,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5055,RCI,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5051,DBRC,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5061,RCI,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,N6,N6,32 MA,5040,DBRC,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5203,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 MA,5301,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5201,RCI,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5152,EXPRESS,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4_1,32 MA,5151,EXPRESS,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400286,DBRC,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400058,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400021,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 SA,5050,LG BROTHERS,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,400020,RCI,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,N5,N5,32 SA,5306,RCI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,104932,RCI,SG2,8,,,,,,,,,,,,,,,,
