ClubPlant,Plant,Cluster,SubCluster,TruckType,Destination,DemandTruckFinal
1150/1180,1180,S7,S7,32 MA,8251,1
1150/1180,1180,S8,S8,18 FT,8352,1
1150/1180,1180,S8,S8_1,32 SA,400074,4
1150/1180,1180,S8,S8_1,32 SA,400171,3
1170/1190,1170,S1,S1_1,18 FT,4000,10
1170/1190,1170,S1,S1_1,18 FT,8300,9
1170/1190,1170,S1,S1_1,18 FT,8301,1
1170/1190,1170,S1,S1_1,18 FT,400196,17
1170/1190,1170,S1,S1,18 FT,8305,1
1170/1190,1170,S1,S1,18 FT,8311,1
1170/1190,1170,S1,S1,18 FT,8313,1
1170/1190,1170,S1,S1,18 FT,8352,1
1170/1190,1170,S1,S1,18 FT,8353,1
1170/1190,1170,N3,N3,32 MA,5040,5
1170/1190,1170,N3,N3,32 MA,5051,1
1170/1190,1170,N3,N3,32 MA,5101,1
1170/1190,1170,N3,N3,32 MA,5103,1
1170/1190,1170,N3,N3,32 MA,5104,1
1170/1190,1170,N3,N3,32 MA,5106,1
1170/1190,1170,N3,N3,32 MA,5107,1
1170/1190,1170,N3,N3,32 MA,5120,4
1170/1190,1170,N2,N2,32 MA,5050,6
1170/1190,1170,N2,N2,32 MA,5052,1
1170/1190,1170,N2,N2,32 MA,5251,1
1170/1190,1170,N2,N2,32 MA,5301,2
1170/1190,1170,N2,N2,32 MA,5305,1
1170/1190,1170,N2,N2,32 MA,5306,1
1170/1190,1170,N1,N1_1,32 MA,5115,1
1170/1190,1170,N1,N1_1,32 MA,5151,3
1170/1190,1170,N1,N1_1,32 MA,5152,1
1170/1190,1170,N1,N1_1,32 MA,5153,2
1170/1190,1170,N1,N1_1,32 MA,5155,1
1170/1190,1170,N1,N1_1,32 MA,5203,1
1170/1190,1170,N1,N1_1,32 MA,400126,11
1170/1190,1170,W2,W2,32 MA,5156,2
1170/1190,1170,W2,W2,32 MA,7250,2
1170/1190,1170,W2,W2,32 MA,7251,1
1170/1190,1170,W2,W2,32 MA,7302,2
1170/1190,1170,E2,E2,32 MA,6000,2
1170/1190,1170,E2,E2,32 MA,6001,1
1170/1190,1170,E2,E2,32 MA,6004,1
1170/1190,1170,E2,E2,32 MA,6011,1
1170/1190,1170,E2,E2,32 MA,6012,1
1170/1190,1170,E2,E2,32 MA,6053,2
1170/1190,1170,E2,E2,32 MA,6102,2
1170/1190,1170,E1,E1,32 MA,6200,4
1170/1190,1170,E1,E1,32 MA,6202,1
1170/1190,1170,E1,E1,32 MA,6203,1
1170/1190,1170,E1,E1,32 MA,6204,1
1170/1190,1170,E1,E1,32 MA,6206,1
1170/1190,1170,E1,E1,32 MA,400035,7
1170/1190,1170,W1,W1,32 MA,7000,1
1170/1190,1170,W1,W1,32 MA,7051,1
1170/1190,1170,W1,W1,32 MA,7102,1
1170/1190,1170,W1,W1,32 MA,7103,1
1170/1190,1170,W1,W1,32 MA,7150,2
1170/1190,1170,W1,W1,32 MA,7151,1
1170/1190,1170,W1,W1,32 MA,7152,2
1170/1190,1170,W1,W1,32 MA,7153,1
1170/1190,1170,W1,W1,32 MA,7157,1
1170/1190,1170,S2,S2,18 FT,8001,1
1170/1190,1170,S2,S2,18 FT,8006,1
1170/1190,1170,S2,S2,18 FT,8010,4
1170/1190,1170,S2,S2,18 FT,8053,1
1170/1190,1170,S2,S2,18 FT,8055,1
1170/1190,1170,S2,S2_1,18 FT,8110,1
1170/1190,1170,S3,S3,18 FT,8150,5
1170/1190,1170,S3,S3,18 FT,8151,1
1170/1190,1170,S3,S3,18 FT,8153,1
1170/1190,1170,S3,S3,18 FT,8155,1
1170/1190,1170,S3,S3,18 FT,8251,1
1170/1190,1170,S3,S3,18 FT,8252,1
1170/1190,1170,S3,S3,18 FT,8255,2
1170/1190,1170,S3,S3,18 FT,8257,1
1170/1190,1170,S3,S3,18 FT,8261,1
1170/1190,1190,S1,S1_1,18 FT,4000,11
1170/1190,1190,S1,S1_1,18 FT,4003,4
1170/1190,1190,S1,S1_1,18 FT,8300,13
1170/1190,1190,S1,S1_1,18 FT,8301,1
1170/1190,1190,S1,S1_1,18 FT,400334,9
1170/1190,1190,S1,S1,18 FT,8303,2
1170/1190,1190,S1,S1,18 FT,8304,3
1170/1190,1190,S1,S1,18 FT,8305,3
1170/1190,1190,S1,S1,18 FT,8306,1
1170/1190,1190,S1,S1,18 FT,8313,1
1170/1190,1190,S1,S1,18 FT,8351,4
1170/1190,1190,S1,S1,18 FT,8352,4
1170/1190,1190,S1,S1,18 FT,8353,3
1170/1190,1190,S1,S1,18 FT,8354,3
1170/1190,1190,S1,S1,18 FT,8355,2
1170/1190,1190,S1,S1,18 FT,8356,1
1170/1190,1190,E1,E1,32 MA,4002,1
1170/1190,1190,E1,E1,32 MA,6200,4
1170/1190,1190,N2,N2,32 MA,5050,6
1170/1190,1190,N2,N2,32 MA,5301,1
1170/1190,1190,N2,N2,32 MA,5303,1
1170/1190,1190,N2,N2,32 MA,400292,1
1170/1190,1190,E2,E2,32 MA,6000,3
1170/1190,1190,E2,E2,32 MA,6012,1
1170/1190,1190,E2,E2,32 MA,6053,1
1170/1190,1190,E2,E2,32 MA,6102,2
1170/1190,1190,W1,W1,32 MA,7000,2
1170/1190,1190,W1,W1,32 MA,7051,1
1170/1190,1190,W1,W1,32 MA,7102,1
1170/1190,1190,W1,W1,32 MA,7150,5
1170/1190,1190,W1,W1,32 MA,7151,1
1170/1190,1190,W1,W1,32 MA,7152,1
1170/1190,1190,W1,W1,32 MA,400003,6
1170/1190,1190,S2,S2,18 FT,8001,1
1170/1190,1190,S2,S2,18 FT,8002,1
1170/1190,1190,S2,S2,18 FT,8003,1
1170/1190,1190,S2,S2,18 FT,8004,1
1170/1190,1190,S2,S2,18 FT,8005,1
1170/1190,1190,S2,S2,18 FT,8006,1
1170/1190,1190,S2,S2,18 FT,8010,6
1170/1190,1190,S2,S2,18 FT,8052,1
1170/1190,1190,S2,S2,18 FT,8054,1
1170/1190,1190,S2,S2,18 FT,400311,8
1170/1190,1190,S2,S2_1,18 FT,8102,1
1170/1190,1190,S2,S2_1,18 FT,8103,2
1170/1190,1190,S2,S2_1,18 FT,8104,1
1170/1190,1190,S2,S2_1,18 FT,8105,1
1170/1190,1190,S2,S2_1,18 FT,8107,1
1170/1190,1190,S2,S2_1,18 FT,8110,5
1170/1190,1190,S3,S3,18 FT,8150,10
1170/1190,1190,S3,S3,18 FT,8251,1
1170/1190,1190,N1,N1,32 MA,400020,4
1170/1190,1190,N1,N1,32 MA,400021,1
1170/1190,1190,N1,N1,32 MA,400058,1
1170/1190,1190,N1,N1,32 MA,400286,1
1170/1190,1190,N1,N1,32 MA,400353,1
1170/1190,1190,N3,N3,32 MA,5040,4
1170/1190,1190,N3,N3,32 MA,5120,4
1170/1190,1190,W2,W2,32 MA,7250,3
1170/1190,1190,W2,W2,32 MA,7302,1

